"pattern","file","line","column","runtime","code"
"app_state","backend/db/app-state/app-state-sqlite.repository.js","163","62","true","const row = readonlyDb.prepare(""SELECT updated_at FROM app_state WHERE id = 1"").get();"
"app_state","backend/db/app-state/app-state-sqlite.repository.js","185","25","true","INSERT INTO app_state (id, json, updated_at)"
"writeDb(","backend/db/app-state/app-state.repository.js","647","15","true","await writeDb(dbCache);"
"readDb(","backend/db/app-state/app-state.repository.js","781","19","true","async function readDb(options = {}) {"
"writeDb(","backend/db/app-state/app-state.repository.js","842","18","true","await writeDb(dbCache);"
"writeDb(","backend/db/app-state/app-state.repository.js","866","19","true","async function writeDb(db, options = {}) {"
"node:sqlite","backend/db/app-state/audit-events-split.repository.js","96","40","true","const sqliteModule = await import(""node:sqlite"");"
"app_state","backend/db/app-state/audit-events-split.repository.js","127","34","true","CREATE TABLE IF NOT EXISTS app_state_split_state ("
"app_state","backend/db/app-state/audit-events-split.repository.js","136","34","true","CREATE TABLE IF NOT EXISTS app_state_audit_events ("
"app_state","backend/db/app-state/audit-events-split.repository.js","147","9","true","app_state_position INTEGER NOT NULL,"
"app_state","backend/db/app-state/audit-events-split.repository.js","154","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_audit_events_position"
"app_state","backend/db/app-state/audit-events-split.repository.js","155","12","true","ON app_state_audit_events(app_state_position);"
"app_state","backend/db/app-state/audit-events-split.repository.js","155","35","true","ON app_state_audit_events(app_state_position);"
"app_state","backend/db/app-state/audit-events-split.repository.js","157","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_audit_events_occurred_at"
"app_state","backend/db/app-state/audit-events-split.repository.js","158","12","true","ON app_state_audit_events(occurred_at);"
"app_state","backend/db/app-state/audit-events-split.repository.js","160","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_audit_events_action"
"app_state","backend/db/app-state/audit-events-split.repository.js","161","12","true","ON app_state_audit_events(action);"
"app_state","backend/db/app-state/audit-events-split.repository.js","163","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_audit_events_entity"
"app_state","backend/db/app-state/audit-events-split.repository.js","164","12","true","ON app_state_audit_events(entity_type, entity_id);"
"app_state","backend/db/app-state/audit-events-split.repository.js","187","55","true",".prepare(""SELECT mode, row_count, checksum FROM app_state_split_state WHERE domain = ?"")"
"app_state","backend/db/app-state/audit-events-split.repository.js","214","65","true","const existingRows = db.prepare(""SELECT id, row_hash FROM app_state_audit_events"").all();"
"app_state","backend/db/app-state/audit-events-split.repository.js","218","21","true","INSERT INTO app_state_audit_events ("
"app_state","backend/db/app-state/audit-events-split.repository.js","229","11","true","app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","244","11","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","244","41","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","254","22","true","UPDATE app_state_audit_events"
"app_state","backend/db/app-state/audit-events-split.repository.js","255","19","true","SET app_state_position = ?, updated_at = CURRENT_TIMESTAMP"
"app_state","backend/db/app-state/audit-events-split.repository.js","256","32","true","WHERE id = ? AND app_state_position <> ?"
"app_state","backend/db/app-state/audit-events-split.repository.js","279","49","true","const deleteRow = db.prepare(""DELETE FROM app_state_audit_events WHERE id = ?"");"
"app_state","backend/db/app-state/audit-events-split.repository.js","291","23","true","INSERT INTO app_state_split_state ("
"app_state","backend/db/app-state/audit-events-split.repository.js","339","21","true","INSERT INTO app_state_audit_events ("
"app_state","backend/db/app-state/audit-events-split.repository.js","341","55","true","actor_role, room_id, device_id, deleted_at, app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","354","11","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","354","41","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","364","66","true","const countRow = db.prepare(""SELECT COUNT(*) AS count FROM app_state_audit_events"").get();"
"app_state","backend/db/app-state/audit-events-split.repository.js","388","21","true","INSERT INTO app_state_audit_events ("
"app_state","backend/db/app-state/audit-events-split.repository.js","390","55","true","actor_role, room_id, device_id, deleted_at, app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","403","11","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","403","41","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/audit-events-split.repository.js","413","66","true","const countRow = db.prepare(""SELECT COUNT(*) AS count FROM app_state_audit_events"").get();"
"app_state","backend/db/app-state/audit-events-split.repository.js","425","16","true","FROM app_state_audit_events"
"app_state","backend/db/app-state/audit-events-split.repository.js","426","20","true","ORDER BY app_state_position ASC, occurred_at ASC, id ASC"
"app_state","backend/db/app-state/audit-events-split.repository.js","436","64","true","const countRow = db.prepare(""SELECT COUNT(*) AS count FROM app_state_audit_events"").get();"
"writeDb(","backend/db/app-state/automatic-cash-split-guard.js","45","11","true","await writeDb(db, {"
"node:sqlite","backend/db/app-state/device-status-split.repository.js","180","40","true","const sqliteModule = await import(""node:sqlite"");"
"app_state","backend/db/app-state/device-status-split.repository.js","211","34","true","CREATE TABLE IF NOT EXISTS app_state_split_state ("
"app_state","backend/db/app-state/device-status-split.repository.js","220","34","true","CREATE TABLE IF NOT EXISTS app_state_sessions ("
"app_state","backend/db/app-state/device-status-split.repository.js","233","9","true","app_state_position INTEGER NOT NULL,"
"app_state","backend/db/app-state/device-status-split.repository.js","240","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_sessions_position"
"app_state","backend/db/app-state/device-status-split.repository.js","241","12","true","ON app_state_sessions(app_state_position);"
"app_state","backend/db/app-state/device-status-split.repository.js","241","31","true","ON app_state_sessions(app_state_position);"
"app_state","backend/db/app-state/device-status-split.repository.js","243","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_sessions_token_hash"
"app_state","backend/db/app-state/device-status-split.repository.js","244","12","true","ON app_state_sessions(token_hash);"
"app_state","backend/db/app-state/device-status-split.repository.js","246","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_sessions_device"
"app_state","backend/db/app-state/device-status-split.repository.js","247","12","true","ON app_state_sessions(device_uuid, client_app);"
"app_state","backend/db/app-state/device-status-split.repository.js","249","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_sessions_user"
"app_state","backend/db/app-state/device-status-split.repository.js","250","12","true","ON app_state_sessions(user_id, client_app);"
"app_state","backend/db/app-state/device-status-split.repository.js","252","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_sessions_last_seen"
"app_state","backend/db/app-state/device-status-split.repository.js","253","12","true","ON app_state_sessions(last_seen_at);"
"app_state","backend/db/app-state/device-status-split.repository.js","255","34","true","CREATE TABLE IF NOT EXISTS app_state_integration_station_states ("
"app_state","backend/db/app-state/device-status-split.repository.js","273","9","true","app_state_position INTEGER NOT NULL,"
"app_state","backend/db/app-state/device-status-split.repository.js","280","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_station_states_position"
"app_state","backend/db/app-state/device-status-split.repository.js","281","12","true","ON app_state_integration_station_states(app_state_position);"
"app_state","backend/db/app-state/device-status-split.repository.js","281","49","true","ON app_state_integration_station_states(app_state_position);"
"app_state","backend/db/app-state/device-status-split.repository.js","283","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_station_states_station"
"app_state","backend/db/app-state/device-status-split.repository.js","284","12","true","ON app_state_integration_station_states(station, active, stale);"
"app_state","backend/db/app-state/device-status-split.repository.js","286","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_station_states_device"
"app_state","backend/db/app-state/device-status-split.repository.js","287","12","true","ON app_state_integration_station_states(device_uuid, client_app);"
"app_state","backend/db/app-state/device-status-split.repository.js","289","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_station_states_updated"
"app_state","backend/db/app-state/device-status-split.repository.js","290","12","true","ON app_state_integration_station_states(updated_at_ms);"
"app_state","backend/db/app-state/device-status-split.repository.js","313","55","true",".prepare(""SELECT mode, row_count, checksum FROM app_state_split_state WHERE domain = ?"")"
"app_state","backend/db/app-state/device-status-split.repository.js","328","63","true","const existingRows = db.prepare(""SELECT id, row_hash FROM app_state_sessions"").all();"
"app_state","backend/db/app-state/device-status-split.repository.js","333","19","true","INSERT INTO app_state_sessions ("
"app_state","backend/db/app-state/device-status-split.repository.js","346","9","true","app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","363","9","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","363","39","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","373","20","true","UPDATE app_state_sessions"
"app_state","backend/db/app-state/device-status-split.repository.js","374","17","true","SET app_state_position = ?, updated_at = CURRENT_TIMESTAMP"
"app_state","backend/db/app-state/device-status-split.repository.js","375","30","true","WHERE id = ? AND app_state_position <> ?"
"app_state","backend/db/app-state/device-status-split.repository.js","402","49","true","const deleteRow = db.prepare(""DELETE FROM app_state_sessions WHERE id = ?"");"
"app_state","backend/db/app-state/device-status-split.repository.js","415","63","true","const existingRows = db.prepare(""SELECT id, row_hash FROM app_state_integration_station_states"").all();"
"app_state","backend/db/app-state/device-status-split.repository.js","419","19","true","INSERT INTO app_state_integration_station_states ("
"app_state","backend/db/app-state/device-status-split.repository.js","437","9","true","app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","459","9","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","459","39","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","469","20","true","UPDATE app_state_integration_station_states"
"app_state","backend/db/app-state/device-status-split.repository.js","470","17","true","SET app_state_position = ?, updated_at = CURRENT_TIMESTAMP"
"app_state","backend/db/app-state/device-status-split.repository.js","471","30","true","WHERE id = ? AND app_state_position <> ?"
"app_state","backend/db/app-state/device-status-split.repository.js","501","47","true","const deleteRow = db.prepare(""DELETE FROM app_state_integration_station_states WHERE id = ?"");"
"app_state","backend/db/app-state/device-status-split.repository.js","548","23","true","INSERT INTO app_state_split_state ("
"app_state","backend/db/app-state/device-status-split.repository.js","621","16","true","FROM app_state_sessions"
"app_state","backend/db/app-state/device-status-split.repository.js","622","20","true","ORDER BY app_state_position ASC, last_seen_at DESC, id ASC"
"app_state","backend/db/app-state/device-status-split.repository.js","636","16","true","FROM app_state_integration_station_states"
"app_state","backend/db/app-state/device-status-split.repository.js","637","20","true","ORDER BY app_state_position ASC, updated_at_ms DESC, station ASC, id ASC"
"app_state","backend/db/app-state/device-status-split.repository.js","650","24","true",".prepare(""SELECT app_state_position FROM app_state_integration_station_states WHERE id = ?"")"
"app_state","backend/db/app-state/device-status-split.repository.js","650","48","true",".prepare(""SELECT app_state_position FROM app_state_integration_station_states WHERE id = ?"")"
"app_state","backend/db/app-state/device-status-split.repository.js","653","37","true",".prepare(""SELECT COALESCE(MAX(app_state_position), -1) AS max_position FROM app_state_integration_station_states"")"
"app_state","backend/db/app-state/device-status-split.repository.js","653","83","true",".prepare(""SELECT COALESCE(MAX(app_state_position), -1) AS max_position FROM app_state_integration_station_states"")"
"app_state","backend/db/app-state/device-status-split.repository.js","656","40","true","Number.isFinite(Number(existing?.app_state_position))"
"app_state","backend/db/app-state/device-status-split.repository.js","657","37","true","? normalizeInteger(existing.app_state_position, 0)"
"app_state","backend/db/app-state/device-status-split.repository.js","666","23","true","INSERT INTO app_state_integration_station_states ("
"app_state","backend/db/app-state/device-status-split.repository.js","684","13","true","app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","706","13","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","706","43","true","app_state_position = excluded.app_state_position,"
"app_state","backend/db/app-state/device-status-split.repository.js","735","49","true",".prepare(""SELECT COUNT(*) AS count FROM app_state_integration_station_states"")"
"app_state","backend/db/app-state/device-status-split.repository.js","737","70","true","const sessionCount = db.prepare(""SELECT COUNT(*) AS count FROM app_state_sessions"").get();"
"app_state","backend/db/app-state/device-status-split.repository.js","740","23","true","INSERT INTO app_state_split_state ("
"app_state","backend/db/app-state/device-status-split.repository.js","777","72","true","const sessionsCountRow = db.prepare(""SELECT COUNT(*) AS count FROM app_state_sessions"").get();"
"app_state","backend/db/app-state/device-status-split.repository.js","778","77","true","const stationStatesCountRow = db.prepare(""SELECT COUNT(*) AS count FROM app_state_integration_station_states"").get();"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","107","6","true","""app_state_audit_events"","
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","146","9","true","app_state_position INT NOT NULL DEFAULT 0,"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","150","19","true","INDEX idx_app_state_audit_events_position (app_state_position),"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","150","52","true","INDEX idx_app_state_audit_events_position (app_state_position),"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","151","19","true","INDEX idx_app_state_audit_events_occurred_at (occurred_at),"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","152","19","true","INDEX idx_app_state_audit_events_action (action),"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","153","19","true","INDEX idx_app_state_audit_events_entity (entity_type, entity_id)"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","184","55","true","actor_role, room_id, device_id, deleted_at, app_state_position,"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","198","11","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","198","39","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","210","43","true","`SELECT * FROM ${tableSql} ORDER BY app_state_position ASC, occurred_at ASC, id ASC`,"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","342","32","true","`SELECT COALESCE(MAX(app_state_position), -1) + 1 AS next_position FROM ${tableSql}`,"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","349","59","true","actor_role, room_id, device_id, deleted_at, app_state_position,"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","363","15","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-audit-events-split.repository.js","363","43","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","430","37","true","row?.appStatePosition ?? row?.app_state_position ?? 0,"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","752","45","true","const leftPosition = Number(left?.app_state_position ?? 0);"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","753","47","true","const rightPosition = Number(right?.app_state_position ?? 0);"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","784","60","true","appStatePosition: Number(row.appStatePosition ?? row.app_state_position ?? 0),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","840","6","true","""app_state_domain_records"","
"app_state_domain_records","backend/db/app-state/mysql-domains-split.repository.js","840","6","true","""app_state_domain_records"","
"app_state","backend/db/app-state/mysql-domains-split.repository.js","918","33","true","SELECT record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","948","25","true","Number(markerRow?.app_state_position) === expectedMarker.appStatePosition &&"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1067","9","true","app_state_position INT NOT NULL DEFAULT 0,"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1072","19","true","INDEX idx_app_state_domain_records_domain_position (domain, app_state_position),"
"app_state_domain_records","backend/db/app-state/mysql-domains-split.repository.js","1072","19","true","INDEX idx_app_state_domain_records_domain_position (domain, app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1072","69","true","INDEX idx_app_state_domain_records_domain_position (domain, app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1073","19","true","INDEX idx_app_state_domain_records_hash (domain, row_hash)"
"app_state_domain_records","backend/db/app-state/mysql-domains-split.repository.js","1073","19","true","INDEX idx_app_state_domain_records_hash (domain, row_hash)"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1083","9","true","app_state_position INT NOT NULL DEFAULT 0,"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1086","82","true","INDEX idx_order_station_lookup (domain, field_name, station, match_kind, app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1107","41","true","SELECT domain, record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1110","18","true","ORDER BY app_state_position ASC, record_id ASC"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1203","73","true","`INSERT IGNORE INTO ${tableSql} (domain, record_id, kind, app_state_position, row_hash, raw_json) VALUES (?, ?, ?, ?, ?, ?)`,"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1242","41","true","SELECT domain, record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1246","18","true","ORDER BY app_state_position ASC, record_id ASC"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1267","41","true","SELECT domain, record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1277","18","true","ORDER BY app_state_position ASC, record_id ASC"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1307","19","true","records.app_state_position, records.row_hash, records.raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1310","39","true","SELECT order_record_id, MIN(app_state_position) AS app_state_position"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1310","62","true","SELECT order_record_id, MIN(app_state_position) AS app_state_position"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1320","33","true","ORDER BY station_orders.app_state_position ASC, records.record_id ASC"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1408","39","true","SELECT record_id, kind, app_state_position, row_hash"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1438","23","true","SET app_state_position = ?"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1439","58","true","WHERE domain = ? AND record_id = ? AND app_state_position <> ?"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1449","42","true","domain, record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1454","17","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1454","45","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1499","38","true","domain, record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1504","13","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1504","41","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1530","38","true","domain, record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1535","13","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1535","41","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1561","64","true","appStatePosition: Number(row?.appStatePosition ?? row?.app_state_position ?? 0),"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1693","71","true","domain, field_name, station, match_kind, order_record_id, app_state_position"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1697","13","true","app_state_position = VALUES(app_state_position)"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1697","41","true","app_state_position = VALUES(app_state_position)"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1722","56","true","SELECT station, match_kind, order_record_id, app_state_position"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1850","41","true","SELECT domain, record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1854","18","true","ORDER BY app_state_position ASC, record_id ASC"
"app_state","backend/db/app-state/mysql-domains-split.repository.js","1901","35","true","SELECT record_id, kind, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","127","6","true","""app_state_sessions"","
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","167","9","true","app_state_position INT NOT NULL DEFAULT 0,"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","171","19","true","INDEX idx_app_state_sessions_token_hash (token_hash),"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","172","19","true","INDEX idx_app_state_sessions_device (device_uuid, client_app),"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","173","19","true","INDEX idx_app_state_sessions_user (user_id, client_app),"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","174","19","true","INDEX idx_app_state_sessions_last_seen (last_seen_at),"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","175","19","true","INDEX idx_app_state_sessions_position (app_state_position)"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","175","48","true","INDEX idx_app_state_sessions_position (app_state_position)"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","185","43","true","`SELECT * FROM ${tableSql} ORDER BY app_state_position ASC, created_at_value ASC, id ASC`,"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","214","25","true","expires_at, app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","229","13","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","229","41","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-sessions-split.repository.js","264","15","true","app_state_position = ?, row_hash = ?, raw_json = ?"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","136","12","true","row?.app_state_position,"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","151","10","true","row?.app_state_position,"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","266","9","true","app_state_position INT NOT NULL DEFAULT 0,"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","273","50","true","INDEX idx_app_table_work_locks_position (app_state_position)"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","299","39","true","lock?.appStatePosition ?? lock?.app_state_position,"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","307","11","true","app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","321","11","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","321","39","true","app_state_position = VALUES(app_state_position),"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","347","39","true","lock?.appStatePosition ?? lock?.app_state_position,"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","355","11","true","app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","359","11","true","app_state_position = VALUES(app_state_position)"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","359","39","true","app_state_position = VALUES(app_state_position)"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","414","11","true","app_state_position, row_hash, raw_json"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","418","11","true","app_state_position = VALUES(app_state_position)"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","418","39","true","app_state_position = VALUES(app_state_position)"
"app_state","backend/db/app-state/mysql-table-locks.repository.js","463","18","true","ORDER BY app_state_position ASC, table_id ASC"
"node:sqlite","backend/db/app-state/orders-split.repository.js","159","40","true","const sqliteModule = await import(""node:sqlite"");"
"app_state","backend/db/app-state/orders-split.repository.js","190","34","true","CREATE TABLE IF NOT EXISTS app_state_split_state ("
"app_state","backend/db/app-state/orders-split.repository.js","199","34","true","CREATE TABLE IF NOT EXISTS app_state_integration_orders ("
"app_state","backend/db/app-state/orders-split.repository.js","223","9","true","app_state_position INTEGER NOT NULL,"
"app_state","backend/db/app-state/orders-split.repository.js","230","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_integration_orders_table"
"app_state","backend/db/app-state/orders-split.repository.js","231","12","true","ON app_state_integration_orders(table_id, room_id, workflow_status);"
"app_state","backend/db/app-state/orders-split.repository.js","233","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_integration_orders_status"
"app_state","backend/db/app-state/orders-split.repository.js","234","12","true","ON app_state_integration_orders(workflow_status, payment_status);"
"app_state","backend/db/app-state/orders-split.repository.js","236","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_integration_orders_position"
"app_state","backend/db/app-state/orders-split.repository.js","237","12","true","ON app_state_integration_orders(app_state_position);"
"app_state","backend/db/app-state/orders-split.repository.js","237","41","true","ON app_state_integration_orders(app_state_position);"
"app_state","backend/db/app-state/orders-split.repository.js","239","38","true","CREATE INDEX IF NOT EXISTS idx_app_state_integration_orders_updated"
"app_state","backend/db/app-state/orders-split.repository.js","240","12","true","ON app_state_integration_orders(updated_at_value, received_at_ms);"
"app_state","backend/db/app-state/orders-split.repository.js","263","55","true",".prepare(""SELECT mode, row_count, checksum FROM app_state_split_state WHERE domain = ?"")"
